nomina,experiencia,disciplina,empatia,liderazgo,seguridad,habilidad_tecnologica,habilidad_pedagogica,vocacion,relaciones_inter,curiosidad,normal_D,normal_I,normal_S,normal_C,motivacion_D,motivacion_I,motivacion_S,motivacion_C,presion_D,presion_I,presion_S,presion_C,Decision
800361,alto,alto,medio_alto,bajo,medio_bajo,medio,medio,medio_alto,alto,bajo,70,70,70,30,22,15,15,42,62,85,51,38,Yes
800362,medio_bajo,alto,medio,bajo,medio_alto,medio,bajo,alto,alto,medio_alto,30,70,30,59,55,70,85,15,46,40,37,36,Yes
800363,bajo,medio_bajo,alto,medio,medio_bajo,medio,medio_alto,alto,medio_alto,medio_alto,31,51,30,70,46,85,57,45,85,40,75,70,No
800364,medio,medio,bajo,alto,medio,bajo,medio_alto,medio,medio_alto,medio_alto,51,54,52,50,15,72,73,85,15,24,74,73,Yes
800365,medio_bajo,alto,alto,alto,bajo,medio_alto,medio_bajo,medio_bajo,medio_alto,bajo,70,33,51,57,85,85,15,27,39,15,92,15,Yes
800366,medio_alto,alto,medio_alto,medio,alto,bajo,medio_bajo,medio,medio_alto,medio_bajo,70,30,70,51,23,61,15,15,85,15,43,68,No
800367,medio_bajo,medio_bajo,medio_bajo,medio_alto,alto,medio_bajo,medio_bajo,medio_alto,alto,medio_alto,30,61,30,70,15,84,28,15,71,16,99,27,No
800368,medio_bajo,bajo,bajo,medio,alto,alto,medio,bajo,medio_alto,alto,30,30,61,70,45,55,60,68,63,66,37,69,Yes
800369,medio,alto,alto,alto,medio_bajo,medio_alto,medio,medio,medio_alto,medio_alto,70,42,30,30,15,43,84,75,73,27,13,46,No
800370,medio_alto,bajo,medio_alto,bajo,alto,medio_bajo,medio,medio_alto,bajo,bajo,36,57,70,70,15,85,79,72,85,38,26,48,Yes
800371,bajo,alto,alto,alto,alto,bajo,medio_bajo,medio_bajo,alto,medio_alto,70,56,64,61,55,82,15,44,80,71,80,26,Yes
800372,medio,medio_bajo,medio_bajo,medio,medio_bajo,medio_alto,medio_bajo,bajo,medio,medio_alto,70,30,70,70,63,75,15,85,31,15,4,60,Yes
800373,medio_bajo,bajo,alto,medio_bajo,medio_bajo,medio,medio_alto,medio_bajo,bajo,medio_alto,30,30,30,45,70,15,18,85,85,85,64,34,Yes
800374,bajo,medio,medio_bajo,medio,medio,alto,medio,medio_alto,alto,medio,45,70,70,46,15,15,76,47,51,58,72,85,Yes
800375,medio_alto,medio_alto,medio_bajo,medio_alto,medio_alto,medio,bajo,medio_bajo,medio_alto,bajo,39,30,30,40,58,69,23,60,39,46,82,44,Yes
800376,medio_alto,medio_bajo,medio,medio,alto,alto,medio_alto,medio_bajo,medio,alto,70,70,70,30,16,85,15,56,69,68,79,15,Yes
800377,bajo,alto,medio_alto,bajo,medio_alto,alto,medio_bajo,medio_alto,bajo,alto,67,30,52,70,85,15,85,29,79,46,28,23,No
800378,alto,medio,bajo,medio_alto,medio,alto,medio_bajo,medio,medio_alto,alto,30,66,52,60,35,15,33,85,83,22,14,40,Yes
800379,medio_bajo,bajo,alto,medio_alto,medio,bajo,medio_alto,medio_bajo,alto,medio_alto,30,66,30,70,48,15,85,25,53,83,64,48,No
800380,medio,alto,alto,medio_alto,medio_bajo,medio,alto,alto,medio_alto,medio_bajo,70,30,30,62,39,85,15,85,53,78,11,32,Yes
800381,medio,alto,medio_bajo,alto,medio_alto,medio,bajo,medio_alto,bajo,medio_alto,70,70,70,70,31,78,15,22,17,38,5,16,No
800382,bajo,medio,medio_bajo,medio_bajo,medio_alto,bajo,medio,medio_bajo,medio,medio_bajo,45,43,31,30,85,20,34,27,33,57,6,48,Yes
800383,alto,alto,medio_bajo,medio_bajo,medio,medio_bajo,medio_alto,medio,medio,medio_bajo,30,30,70,30,48,56,18,68,59,71,40,15,Yes
800384,alto,alto,medio_alto,alto,medio_alto,bajo,medio_alto,bajo,medio_bajo,medio_alto,42,70,70,30,36,58,85,77,85,15,53,26,No
800385,medio_bajo,alto,medio_alto,medio_bajo,medio,bajo,medio_bajo,medio_alto,medio_bajo,alto,70,30,70,30,85,31,54,15,15,26,73,15,No
800386,bajo,bajo,medio,medio_bajo,medio_bajo,medio_bajo,bajo,bajo,alto,medio_bajo,47,70,30,30,85,54,15,69,68,59,59,63,Yes
800387,alto,bajo,medio_bajo,medio,alto,medio_alto,medio,medio_bajo,bajo,medio,70,70,70,65,34,53,85,85,49,19,21,15,No
800388,medio,alto,alto,alto,alto,bajo,bajo,medio_bajo,bajo,medio_bajo,52,30,70,70,21,65,85,24,59,50,8,53,No
800389,medio_alto,medio_bajo,alto,medio_bajo,medio_alto,bajo,medio_alto,medio,medio_alto,medio_alto,35,70,30,44,24,44,43,53,66,29,45,15,Yes
800390,medio_bajo,medio,alto,alto,medio,bajo,medio_bajo,alto,medio,alto,70,70,70,30,20,58,56,27,85,67,28,58,Yes
800391,medio,medio_alto,bajo,medio,bajo,medio,medio,medio_bajo,medio_bajo,medio_alto,70,32,70,30,39,41,15,37,71,85,14,76,Yes
800392,medio_alto,medio_alto,medio,alto,medio_bajo,medio,medio_bajo,bajo,alto,medio_bajo,70,30,70,70,85,81,42,81,53,57,32,20,Yes
800393,medio,alto,medio_alto,bajo,alto,alto,bajo,bajo,bajo,medio,30,70,30,36,15,69,38,15,72,29,67,85,Yes
800394,medio_bajo,bajo,alto,bajo,medio_bajo,bajo,bajo,medio_bajo,medio_alto,alto,70,70,45,30,60,59,32,85,25,85,74,21,Yes
800395,medio_alto,medio_bajo,alto,medio,medio_bajo,medio,bajo,alto,medio_alto,medio_bajo,30,66,42,70,85,73,85,79,85,85,64,77,Yes
800396,alto,medio,medio_bajo,alto,bajo,medio,medio_bajo,medio,alto,medio,70,30,30,41,48,36,85,15,39,23,84,37,No
800397,medio,medio,alto,medio_alto,medio,alto,alto,bajo,alto,medio,30,53,64,56,54,23,15,43,70,41,56,85,No
800398,bajo,medio_alto,bajo,medio_bajo,medio,alto,bajo,medio_bajo,alto,medio_bajo,30,41,30,57,49,15,39,28,15,66,2,19,No
800399,medio_alto,bajo,medio_bajo,medio_bajo,medio_alto,alto,bajo,medio_alto,medio_bajo,medio_bajo,43,67,66,41,51,45,25,20,36,21,34,15,Yes
800400,medio_alto,medio,bajo,alto,medio_alto,medio,bajo,alto,medio,alto,30,65,55,30,31,25,15,85,54,47,22,58,Yes
800401,medio_alto,alto,medio,medio_bajo,medio_bajo,medio_bajo,alto,alto,alto,medio,70,30,70,70,85,15,30,65,85,15,14,15,Yes
800402,medio,bajo,bajo,bajo,bajo,medio,alto,medio_bajo,bajo,medio,30,36,30,70,17,63,15,17,15,52,14,85,Yes
800403,alto,medio_alto,medio_bajo,bajo,bajo,bajo,medio_alto,bajo,medio_bajo,medio,47,30,70,64,73,15,16,21,85,85,79,15,No
800404,medio_alto,bajo,medio_alto,medio,alto,medio_bajo,medio_alto,bajo,alto,medio,70,30,30,30,80,40,78,33,26,33,83,19,Yes
800405,alto,medio_bajo,bajo,medio_bajo,medio_bajo,bajo,medio_alto,bajo,alto,bajo,30,52,30,30,67,74,72,20,15,84,89,80,No
800406,medio_alto,medio_alto,bajo,bajo,medio_bajo,bajo,medio,medio,medio_alto,medio_bajo,30,30,42,30,73,61,85,27,34,74,51,40,No
800407,medio_alto,medio_alto,alto,alto,medio_alto,medio_alto,medio_alto,bajo,alto,medio_alto,58,30,30,30,46,71,55,85,36,85,55,18,No
800408,medio_bajo,medio_bajo,medio_alto,medio_alto,bajo,medio_alto,medio,medio_alto,medio_alto,bajo,58,70,46,52,85,76,79,46,68,56,5,72,No
800409,alto,alto,medio_alto,medio,alto,bajo,medio_alto,medio_bajo,medio,bajo,48,30,30,51,85,51,15,82,15,69,6,79,No
800410,medio,medio,medio_alto,medio_alto,medio_alto,alto,medio_bajo,bajo,alto,medio,70,70,42,70,33,51,43,85,68,36,74,15,No
800411,alto,medio_alto,medio_bajo,medio_alto,alto,alto,medio_bajo,alto,bajo,medio_bajo,59,70,46,55,83,15,85,58,70,21,34,72,No
800412,medio,medio_alto,alto,alto,medio,bajo,medio,bajo,medio_alto,medio_bajo,39,70,30,30,56,15,85,73,85,15,72,37,No
800413,medio,bajo,medio_alto,medio_alto,medio,alto,medio_bajo,medio,alto,medio_alto,70,70,30,70,15,15,57,85,74,15,8,36,No
800414,medio_bajo,alto,medio_alto,bajo,medio,alto,alto,medio_alto,medio,alto,30,58,64,30,15,55,15,82,33,15,57,58,Yes
800415,medio_bajo,bajo,medio_alto,medio_bajo,medio_alto,medio_bajo,bajo,alto,bajo,medio,70,53,30,30,85,85,15,39,62,85,98,85,No
800416,medio_alto,medio,medio_bajo,bajo,alto,medio_alto,medio_alto,medio,medio_alto,bajo,70,70,49,54,27,15,15,49,15,74,77,80,Yes
800417,medio_alto,alto,medio_bajo,medio_alto,bajo,medio,medio_bajo,medio_bajo,medio,bajo,40,30,70,64,81,15,29,85,85,22,64,81,No
800418,medio_alto,alto,bajo,alto,alto,medio,medio_alto,medio_bajo,bajo,alto,30,64,30,46,36,65,75,15,15,27,92,52,Yes
800419,medio,medio_alto,alto,medio_bajo,alto,bajo,medio,alto,medio,bajo,30,70,42,69,15,35,85,40,27,85,85,21,Yes
800420,medio,bajo,alto,bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,bajo,medio_alto,70,30,70,69,15,33,21,85,49,44,23,15,Yes
800421,medio_bajo,medio_alto,bajo,medio_alto,medio_bajo,medio_bajo,medio,alto,medio_bajo,medio,31,35,44,70,65,42,75,43,85,85,75,85,Yes
800422,bajo,medio_alto,medio_alto,medio_alto,alto,medio_alto,medio,medio_alto,medio_alto,bajo,30,30,66,70,85,85,52,27,24,25,93,24,Yes
800423,medio_alto,medio,medio_bajo,medio,alto,bajo,alto,medio_alto,bajo,bajo,59,30,30,46,69,52,85,85,49,27,60,44,Yes
800424,medio,medio_bajo,medio_alto,medio_bajo,medio_bajo,alto,medio_bajo,medio_alto,medio_bajo,bajo,30,70,38,43,40,15,15,85,25,15,48,34,Yes
800425,bajo,alto,medio,medio,bajo,medio_alto,alto,medio_bajo,medio_alto,medio_bajo,34,42,30,70,60,85,83,68,35,74,31,29,Yes
800426,medio_alto,medio,medio_alto,bajo,medio_bajo,bajo,bajo,medio,alto,medio_bajo,70,30,45,65,36,23,31,53,15,66,38,66,Yes
800427,medio,medio,medio,bajo,medio_bajo,medio,medio_alto,alto,bajo,alto,40,70,70,30,34,57,85,57,27,85,60,60,Yes
800428,medio_bajo,medio_bajo,bajo,medio_bajo,medio_alto,bajo,medio_bajo,bajo,medio_alto,medio_alto,30,30,70,30,29,58,15,85,85,49,92,85,Yes
800429,medio_alto,medio_alto,alto,alto,bajo,medio_alto,medio_alto,medio,medio_alto,bajo,30,56,38,70,68,18,26,15,71,57,68,26,Yes
800430,medio,bajo,medio_bajo,alto,medio,bajo,medio_alto,medio,bajo,medio,42,30,66,64,67,51,21,79,64,85,62,23,Yes
800431,medio_bajo,medio_alto,medio_alto,alto,bajo,bajo,alto,medio,medio,bajo,49,63,70,31,77,75,17,59,15,15,53,85,No
800432,medio_bajo,medio_alto,medio_alto,bajo,medio_alto,bajo,medio_bajo,medio_bajo,medio_bajo,bajo,30,66,68,70,47,49,17,15,22,85,77,31,Yes
800433,bajo,medio_alto,medio_alto,medio_bajo,medio_alto,alto,medio_bajo,medio_alto,medio_bajo,medio_alto,46,30,58,30,20,23,15,85,85,85,3,43,No
800434,alto,medio_alto,medio_alto,medio,bajo,bajo,alto,bajo,medio,medio_bajo,30,70,30,59,85,39,15,15,70,85,88,15,No
800435,medio_bajo,bajo,medio_alto,medio_alto,medio_bajo,bajo,medio,alto,medio_bajo,medio_alto,30,64,44,36,80,85,55,66,85,85,97,15,Yes
800436,medio,medio_alto,medio_alto,alto,medio_bajo,medio_alto,alto,medio_bajo,medio,alto,30,33,34,56,15,85,26,85,85,15,79,15,No
800437,medio_alto,alto,medio_bajo,alto,medio,alto,medio_bajo,medio_bajo,alto,medio,70,70,30,42,85,53,80,55,29,26,47,85,No
800438,alto,medio_alto,medio_alto,medio,medio_alto,medio,alto,alto,medio_alto,medio,70,70,30,60,64,34,85,50,83,41,82,85,Yes
800439,medio,medio_alto,medio,alto,alto,bajo,medio_alto,medio_alto,bajo,medio_bajo,53,44,30,70,60,23,82,15,36,47,43,17,No
800440,medio_bajo,medio,medio,medio,medio,medio_alto,alto,medio_alto,medio,medio_bajo,70,38,34,30,19,15,85,66,15,85,89,15,No
800441,medio_bajo,alto,medio_bajo,medio_alto,medio_bajo,bajo,medio,medio_bajo,medio_alto,medio_bajo,62,30,70,38,49,48,82,85,15,85,17,85,Yes
800442,medio_bajo,bajo,alto,medio,alto,bajo,alto,medio_alto,medio_alto,medio,70,51,44,42,42,85,48,16,15,17,36,51,No
800443,medio_alto,medio_bajo,medio_alto,medio_bajo,alto,medio_alto,medio_bajo,medio_alto,medio_alto,medio_bajo,70,70,58,30,76,61,85,48,15,85,49,85,No
800444,medio_bajo,alto,medio_bajo,alto,medio_bajo,bajo,alto,medio_alto,medio,medio_bajo,70,61,70,70,49,81,78,21,36,62,100,68,No
800445,medio,alto,bajo,bajo,medio_bajo,medio_bajo,medio,bajo,alto,medio,50,70,63,70,85,61,85,66,15,18,40,15,No
800446,medio,alto,medio_bajo,bajo,medio_alto,medio_alto,alto,medio_bajo,alto,medio,39,31,39,30,35,64,61,56,25,32,2,52,No
800447,medio_bajo,alto,medio_alto,medio,medio_alto,medio_bajo,medio,alto,alto,bajo,70,30,30,55,25,15,65,51,50,75,33,85,Yes
800448,medio,medio_alto,alto,bajo,alto,medio_bajo,medio_alto,medio,medio_bajo,alto,70,69,70,40,66,82,38,62,85,28,63,71,No
800449,alto,medio_bajo,alto,medio,medio_alto,alto,medio,medio_alto,medio,medio_bajo,70,30,49,40,34,85,38,85,68,63,31,57,No
800450,bajo,medio_alto,medio,medio_bajo,alto,medio_bajo,bajo,alto,medio,medio,30,30,30,49,53,54,59,15,18,77,92,26,Yes
800451,medio,alto,bajo,medio_bajo,medio_alto,medio,medio,medio_alto,alto,medio_alto,30,70,30,68,65,22,29,15,56,43,5,58,Yes
800452,alto,medio_bajo,alto,alto,medio_alto,medio,bajo,medio_alto,medio_bajo,medio_bajo,30,30,30,31,70,85,85,21,22,26,18,26,No
800453,bajo,medio,medio_alto,medio_alto,medio,medio,medio,medio,medio_bajo,alto,45,70,70,70,52,42,42,80,22,69,67,15,No
800454,bajo,medio,alto,medio,bajo,medio,medio_alto,alto,alto,alto,70,30,30,30,81,74,64,15,85,84,14,28,Yes
800455,bajo,alto,medio_bajo,alto,bajo,medio_alto,medio_bajo,bajo,alto,bajo,49,70,36,30,83,84,52,61,42,85,36,85,No
800456,medio,medio,alto,medio_bajo,medio,medio_alto,alto,bajo,bajo,bajo,30,38,47,70,16,63,85,44,85,45,45,85,No
800457,medio_bajo,medio_alto,medio_alto,bajo,medio,medio_bajo,alto,bajo,medio_bajo,medio,70,70,70,69,15,85,56,52,66,85,88,85,No
800458,alto,medio_alto,medio,alto,alto,alto,alto,bajo,medio_alto,alto,30,30,30,30,43,43,85,16,15,51,68,85,No
800459,medio_bajo,medio_alto,alto,bajo,medio,alto,bajo,medio,medio_bajo,bajo,70,70,30,70,24,15,70,39,15,67,37,15,Yes
800460,medio_bajo,alto,medio_bajo,bajo,medio,medio_alto,alto,bajo,medio,medio,53,30,70,30,20,15,69,15,52,15,92,77,Yes
800461,alto,medio_bajo,medio_bajo,alto,bajo,medio,medio,medio,medio,bajo,68,32,70,33,71,81,30,80,15,85,78,27,Yes
800462,medio_bajo,alto,medio,medio_alto,medio,alto,alto,medio_alto,medio_alto,bajo,51,43,67,63,47,53,25,55,44,15,14,47,Yes
800463,alto,medio,bajo,alto,medio,medio_alto,alto,bajo,medio_alto,bajo,70,32,59,33,77,15,82,85,58,30,29,15,No
800464,medio_alto,alto,alto,medio,medio,bajo,medio_alto,bajo,bajo,alto,30,70,70,70,15,15,16,17,15,34,40,85,Yes
800465,medio,medio,medio_bajo,alto,bajo,medio,bajo,medio,medio_alto,medio_bajo,37,70,52,58,83,85,15,70,71,25,22,85,Yes
800466,alto,medio,alto,medio,medio,medio_alto,medio,bajo,alto,medio,30,70,30,44,83,19,31,15,61,85,51,65,Yes
800467,medio_bajo,alto,medio_bajo,bajo,medio,bajo,medio_bajo,alto,medio_alto,bajo,60,38,56,30,85,18,75,16,39,72,75,70,No
800468,medio,medio_alto,medio_bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,alto,medio,medio_alto,51,70,30,30,29,77,43,47,29,85,73,47,No
800469,bajo,medio,bajo,medio_bajo,medio_bajo,alto,medio,medio,medio_alto,medio_alto,60,41,70,30,30,73,15,44,15,45,60,85,Yes
800470,alto,medio_bajo,medio_alto,medio_alto,medio_alto,bajo,bajo,medio_alto,medio_alto,alto,30,52,48,30,63,85,74,15,15,85,35,15,No
800471,medio_alto,medio_alto,medio,bajo,medio,medio,medio,bajo,medio_bajo,medio_alto,70,65,30,30,85,56,44,44,53,82,20,85,No
800472,medio_alto,medio_alto,medio,alto,alto,medio,medio,bajo,alto,medio,57,70,30,55,28,85,85,15,38,43,95,85,No
800473,alto,medio,bajo,medio_alto,alto,alto,medio_alto,bajo,medio_alto,alto,37,70,70,30,27,74,68,15,58,69,62,84,Yes
800474,medio_bajo,medio_bajo,alto,bajo,medio_alto,bajo,medio_alto,bajo,medio_bajo,medio_bajo,39,70,35,30,20,26,35,85,15,49,18,16,No
800475,medio,medio_alto,bajo,medio_bajo,medio_alto,bajo,medio_bajo,bajo,medio_alto,medio,64,70,45,70,76,32,15,59,85,15,47,69,No
800476,alto,alto,medio,bajo,alto,medio_bajo,medio_bajo,alto,bajo,medio,30,30,64,30,61,20,19,16,23,85,27,25,Yes
800477,bajo,alto,medio,medio_bajo,medio,bajo,bajo,alto,medio_alto,medio_bajo,30,70,30,70,79,33,45,79,36,64,75,29,Yes
800478,alto,medio,bajo,medio_bajo,alto,alto,medio_alto,medio_alto,bajo,bajo,70,70,49,49,85,48,85,31,82,63,85,84,No
800479,bajo,medio_bajo,medio,alto,alto,alto,medio,alto,medio_alto,bajo,70,54,30,61,58,25,24,15,15,25,58,38,No
800480,alto,medio_bajo,alto,medio_bajo,medio,medio_bajo,medio,bajo,medio_alto,medio,30,42,36,30,85,15,36,85,75,84,85,38,No
800481,medio_alto,medio_alto,medio_bajo,medio_alto,medio_bajo,medio_alto,bajo,medio,bajo,medio,47,30,51,70,65,85,65,15,37,59,56,66,Yes
800482,medio,medio_alto,bajo,medio_bajo,bajo,medio_alto,alto,medio_alto,alto,medio_bajo,68,70,30,42,79,51,85,85,32,16,98,15,Yes
800483,medio,medio_alto,alto,medio,medio_bajo,medio_alto,medio_bajo,alto,bajo,alto,30,30,67,70,64,54,54,85,85,61,57,16,Yes
800484,bajo,medio_bajo,bajo,bajo,alto,medio_bajo,medio_bajo,medio_alto,bajo,bajo,49,37,70,70,85,84,49,24,31,74,61,44,Yes
800485,medio_alto,bajo,bajo,bajo,medio,medio,medio,alto,bajo,alto,61,70,70,30,74,83,59,82,43,15,81,15,Yes
800486,medio_bajo,medio_bajo,bajo,medio,alto,medio_bajo,medio_alto,medio_alto,bajo,medio_bajo,69,36,70,30,45,85,65,67,40,15,35,45,No
800487,medio,medio_alto,bajo,medio_bajo,bajo,bajo,bajo,medio_bajo,bajo,medio_alto,70,56,70,30,18,79,72,68,58,75,73,85,No
800488,alto,bajo,medio,medio_alto,medio_bajo,bajo,alto,medio_bajo,medio,bajo,62,30,30,62,85,38,77,81,15,37,61,75,No
800489,alto,medio_alto,medio,medio_alto,alto,medio_bajo,medio_bajo,medio_bajo,alto,medio_bajo,30,30,51,30,85,74,69,59,15,19,62,28,No
800490,medio,medio_alto,medio_bajo,medio,alto,medio_alto,medio,medio_alto,medio_bajo,bajo,44,30,30,30,59,42,60,83,75,46,70,62,Yes
800491,medio,medio_alto,medio_bajo,alto,medio_bajo,alto,bajo,medio,medio_bajo,medio_alto,70,59,30,30,21,42,35,19,65,55,12,15,No
800492,medio,bajo,medio_alto,bajo,medio_alto,medio_bajo,bajo,medio_alto,bajo,medio,52,36,30,70,17,51,46,15,22,15,8,85,No
800493,medio,medio_bajo,bajo,medio,alto,medio_bajo,medio_bajo,bajo,bajo,medio_alto,70,37,30,42,80,15,56,29,64,85,46,81,Yes
800494,medio,bajo,alto,bajo,medio_alto,alto,bajo,bajo,bajo,medio,46,70,53,30,22,21,17,85,24,80,85,66,Yes
800495,bajo,medio,alto,bajo,bajo,medio_alto,medio,alto,medio_alto,medio_bajo,65,33,51,44,48,29,85,15,82,85,68,85,Yes
800496,bajo,alto,bajo,medio,bajo,bajo,alto,alto,medio_alto,bajo,70,64,30,30,15,85,85,15,27,48,27,15,Yes
800497,medio,medio,bajo,bajo,bajo,bajo,medio_alto,medio_bajo,medio_bajo,alto,63,38,70,56,85,85,44,37,49,17,98,30,No
800498,medio_bajo,medio_alto,medio_bajo,medio_alto,alto,medio_bajo,medio_alto,medio_bajo,medio_bajo,alto,53,30,30,42,82,79,35,51,80,82,84,46,Yes
800499,medio_alto,medio_alto,medio,medio,medio_alto,medio,medio_bajo,medio_alto,bajo,medio_alto,43,42,70,30,36,47,33,85,81,48,40,50,No
800500,medio,bajo,bajo,bajo,medio,alto,medio,alto,alto,medio_bajo,70,70,30,68,29,85,77,71,85,15,47,21,No
800501,medio,alto,medio_alto,medio,bajo,bajo,medio,alto,bajo,medio_alto,48,69,54,50,29,74,85,67,16,81,52,54,Yes
800502,medio,medio_bajo,medio,medio_bajo,alto,alto,alto,medio,medio_bajo,medio_alto,49,70,30,30,69,67,56,33,22,53,20,26,No
800503,bajo,medio,alto,medio_bajo,medio_bajo,alto,medio_alto,medio_alto,bajo,medio_bajo,70,30,30,70,85,16,19,35,84,65,19,51,No
800504,medio,medio,bajo,medio,medio,medio_bajo,alto,medio,medio_alto,medio_bajo,34,30,30,70,67,66,48,79,76,73,85,81,Yes
800505,medio,alto,medio,alto,alto,bajo,alto,alto,medio,medio_alto,30,54,70,46,72,80,15,25,52,44,87,47,Yes
800506,medio_bajo,medio_bajo,alto,bajo,bajo,medio_alto,bajo,medio_alto,medio_alto,medio_bajo,30,70,70,70,34,51,15,30,25,68,97,85,No
800507,medio,medio_alto,medio_bajo,medio_bajo,medio,bajo,medio_alto,medio,bajo,medio,53,43,68,30,42,85,18,32,15,15,76,69,No
800508,bajo,bajo,medio_bajo,medio_bajo,medio,medio,bajo,medio,medio_alto,alto,30,30,30,53,38,15,15,39,52,49,56,49,Yes
800509,medio,medio_bajo,medio_bajo,medio_bajo,bajo,medio_bajo,alto,medio,medio,medio_bajo,70,69,70,30,29,80,84,27,66,74,22,15,No
800510,medio_bajo,alto,medio_alto,medio_alto,medio,medio,medio_alto,bajo,bajo,medio_bajo,30,30,30,69,15,45,81,19,85,64,32,65,No
800511,alto,medio_alto,medio_bajo,alto,medio,medio_bajo,alto,medio_bajo,medio_alto,alto,48,60,70,35,54,83,16,60,31,33,66,48,No
800512,medio,bajo,bajo,medio,alto,medio,medio_alto,medio_bajo,medio_bajo,alto,42,70,70,30,24,47,85,33,63,85,26,74,No
800513,medio,bajo,bajo,alto,medio_alto,medio_alto,bajo,alto,medio_bajo,alto,57,70,60,70,15,85,71,24,40,19,52,85,No
800514,bajo,alto,bajo,alto,medio,medio,medio_alto,medio_bajo,medio,medio_alto,30,30,30,66,42,85,45,15,62,73,80,28,Yes
800515,bajo,bajo,medio_alto,alto,bajo,medio,bajo,medio,alto,medio,36,55,45,66,15,15,85,64,83,23,57,42,Yes
800516,medio,bajo,bajo,medio_bajo,medio,medio_alto,alto,bajo,bajo,medio,48,35,30,70,15,45,49,85,35,48,99,82,No
800517,bajo,alto,alto,medio_bajo,medio,medio_bajo,medio,medio,medio_bajo,medio_alto,30,70,51,70,82,15,33,74,38,85,7,15,No
800518,medio_alto,medio,alto,alto,medio_alto,medio_alto,medio_bajo,bajo,medio,medio,70,54,70,30,25,23,21,35,74,74,95,62,No
800519,bajo,medio_alto,medio_alto,bajo,bajo,medio,medio_alto,medio_alto,bajo,medio_bajo,45,70,30,37,34,60,24,44,48,15,7,54,No
800520,medio,medio_bajo,alto,medio_alto,medio_bajo,medio,medio_alto,medio_alto,alto,medio_bajo,70,41,41,70,85,46,15,61,38,85,12,16,No
800521,alto,alto,medio_alto,bajo,bajo,medio,medio_bajo,alto,medio_bajo,medio_bajo,70,54,70,44,85,31,18,28,60,85,94,37,Yes
800522,bajo,bajo,bajo,bajo,bajo,medio,bajo,bajo,medio_bajo,medio_alto,70,60,30,30,15,55,85,28,33,73,24,45,No
800523,medio_bajo,medio_bajo,medio_alto,medio_alto,alto,medio_alto,medio,medio_alto,medio_alto,bajo,69,34,30,70,75,59,85,23,45,35,56,39,No
800524,medio,medio_bajo,bajo,bajo,medio_bajo,bajo,alto,medio,medio_alto,medio,30,31,62,30,85,55,24,15,38,36,1,43,Yes
800525,alto,bajo,medio_alto,medio_alto,bajo,medio_bajo,alto,medio_bajo,bajo,medio_bajo,70,47,31,37,15,84,32,55,85,15,99,85,No
800526,medio,alto,alto,medio_alto,medio_alto,alto,medio_alto,alto,medio_bajo,medio_bajo,66,70,39,34,50,15,15,85,15,15,69,15,Yes
800527,medio_bajo,medio_bajo,medio,medio_bajo,medio_bajo,medio_alto,alto,medio_bajo,medio_alto,bajo,30,70,43,70,31,66,74,61,46,23,80,45,Yes
800528,bajo,medio,medio_alto,medio_bajo,medio,medio,alto,bajo,alto,medio_alto,66,70,70,44,61,72,27,38,31,81,97,45,No
800529,alto,alto,medio_bajo,medio_bajo,bajo,medio_bajo,medio_bajo,medio_bajo,bajo,alto,61,30,33,70,67,84,79,50,18,78,54,19,No
800530,medio_alto,medio,bajo,medio_bajo,medio,medio_bajo,bajo,medio_alto,alto,medio_alto,70,60,30,70,71,85,81,85,53,49,53,24,No
800531,medio_bajo,medio_bajo,medio,alto,medio_bajo,bajo,medio_bajo,bajo,bajo,medio_alto,70,70,70,30,23,38,60,35,85,76,10,48,Yes
800532,medio,bajo,alto,medio_bajo,medio_alto,alto,medio_alto,alto,bajo,bajo,33,67,30,70,85,15,51,77,84,85,43,23,Yes
800533,medio_alto,medio,medio_bajo,bajo,bajo,medio_bajo,medio,medio_alto,alto,medio,70,30,30,36,64,46,85,76,61,15,93,70,No
800534,medio,medio_bajo,medio,bajo,medio_bajo,medio_bajo,medio,medio_bajo,alto,alto,70,30,30,48,61,37,16,71,17,65,50,65,Yes
800535,medio,bajo,bajo,medio_alto,alto,medio_bajo,medio_alto,medio,alto,medio_bajo,30,70,30,70,15,85,85,74,20,15,91,61,Yes
800536,medio,medio_alto,bajo,bajo,alto,bajo,medio,bajo,medio_alto,bajo,30,30,30,69,29,15,85,20,48,42,17,60,Yes
800537,medio,alto,medio,alto,medio_alto,medio_bajo,medio_alto,alto,alto,medio_bajo,31,30,60,35,85,71,85,35,76,15,5,61,Yes
800538,medio_bajo,bajo,medio,medio_bajo,medio_bajo,medio,alto,bajo,medio_bajo,medio_bajo,36,53,70,30,64,35,41,29,15,15,81,85,Yes
800539,medio_alto,medio_alto,bajo,medio_bajo,medio,medio_alto,medio_bajo,alto,medio,bajo,70,30,70,30,60,33,47,85,67,59,7,39,Yes
800540,medio_alto,medio_bajo,bajo,medio_bajo,medio_alto,bajo,medio_alto,medio_alto,medio,alto,55,40,30,53,32,75,85,76,71,52,61,24,Yes
800541,medio,medio_alto,medio,medio_alto,medio_alto,medio_bajo,alto,medio_alto,medio_bajo,alto,30,63,43,30,70,38,51,79,40,15,97,62,No
800542,alto,bajo,bajo,alto,bajo,medio_alto,medio_alto,medio_alto,alto,bajo,70,64,51,70,85,47,85,83,26,56,63,85,Yes
